"time","inserts_per_minute"
"2020-09-27 17:54:00","56289"
"2020-09-27 17:53:00","96456"
"2020-09-27 17:52:00","96093"
"2020-09-27 17:51:00","96311"
"2020-09-27 17:50:00","95871"
"2020-09-27 17:49:00","96339"
"2020-09-27 17:48:00","96749"
"2020-09-27 17:47:00","96943"
"2020-09-27 17:46:00","96910"
"2020-09-27 17:45:00","96591"
"2020-09-27 17:44:00","96758"
"2020-09-27 17:43:00","96599"
"2020-09-27 17:42:00","96682"
"2020-09-27 17:41:00","97171"
"2020-09-27 17:40:00","94671"
"2020-09-27 17:39:00","96822"
"2020-09-27 17:38:00","96163"
"2020-09-27 17:37:00","95373"
"2020-09-27 17:36:00","95685"
"2020-09-27 17:35:00","96212"
"2020-09-27 17:34:00","96954"
"2020-09-27 17:33:00","97864"
"2020-09-27 17:32:00","97850"
"2020-09-27 17:31:00","97648"
"2020-09-27 17:30:00","97489"
"2020-09-27 17:29:00","98245"
"2020-09-27 17:28:00","98644"
"2020-09-27 17:27:00","98689"
"2020-09-27 17:26:00","98969"
"2020-09-27 17:25:00","99217"
"2020-09-27 17:24:00","99414"
"2020-09-27 17:23:00","99072"
"2020-09-27 17:22:00","99256"
"2020-09-27 17:21:00","99339"
"2020-09-27 17:20:00","98061"
"2020-09-27 17:19:00","98476"
"2020-09-27 17:18:00","98568"
"2020-09-27 17:17:00","97099"
"2020-09-27 17:16:00","98360"
"2020-09-27 17:15:00","99266"
"2020-09-27 17:14:00","100082"
"2020-09-27 17:13:00","100195"
"2020-09-27 17:12:00","100374"
"2020-09-27 17:11:00","100528"
"2020-09-27 17:10:00","100636"
"2020-09-27 17:09:00","100809"
"2020-09-27 17:08:00","100926"
"2020-09-27 17:07:00","100967"
"2020-09-27 17:06:00","100588"
"2020-09-27 17:05:00","101053"
"2020-09-27 17:04:00","101171"
"2020-09-27 17:03:00","100045"
"2020-09-27 17:02:00","100772"
"2020-09-27 17:01:00","100338"
"2020-09-27 17:00:00","98515"
"2020-09-27 16:59:00","98624"
"2020-09-27 16:58:00","97132"
"2020-09-27 16:57:00","97566"
"2020-09-27 16:56:00","96988"
"2020-09-27 16:55:00","97033"
"2020-09-27 16:54:00","96341"
"2020-09-27 16:53:00","95940"
"2020-09-27 16:52:00","95726"
"2020-09-27 16:51:00","96178"
"2020-09-27 16:50:00","95623"
"2020-09-27 16:49:00","96024"
"2020-09-27 16:48:00","96101"
"2020-09-27 16:47:00","95746"
"2020-09-27 16:46:00","95422"
"2020-09-27 16:45:00","94838"
"2020-09-27 16:44:00","95301"
"2020-09-27 16:43:00","95325"
"2020-09-27 16:42:00","95577"
"2020-09-27 16:41:00","95423"
"2020-09-27 16:40:00","95033"
"2020-09-27 16:39:00","92897"
"2020-09-27 16:38:00","92587"
"2020-09-27 16:37:00","92515"
"2020-09-27 16:36:00","95533"
"2020-09-27 16:35:00","95581"
"2020-09-27 16:34:00","95709"
"2020-09-27 16:33:00","94706"
"2020-09-27 16:32:00","94939"
"2020-09-27 16:31:00","94469"
"2020-09-27 16:30:00","94163"
"2020-09-27 16:29:00","94468"
"2020-09-27 16:28:00","94556"
"2020-09-27 16:27:00","94374"
"2020-09-27 16:26:00","94418"
"2020-09-27 16:25:00","94634"
"2020-09-27 16:24:00","95343"
"2020-09-27 16:23:00","95141"
"2020-09-27 16:22:00","95260"
"2020-09-27 16:21:00","95358"
"2020-09-27 16:20:00","95334"
"2020-09-27 16:19:00","95079"
"2020-09-27 16:18:00","95054"
"2020-09-27 16:17:00","94593"
"2020-09-27 16:16:00","94097"
"2020-09-27 16:15:00","93723"
"2020-09-27 16:14:00","93021"
"2020-09-27 16:13:00","80891"
"2020-09-27 16:12:00","45569"
"2020-09-27 16:11:00","30782"
"2020-09-27 16:10:00","20261"
"2020-09-27 16:09:00","14186"
"2020-09-27 16:08:00","12335"
"2020-09-27 16:07:00","7267"
"2020-09-27 16:06:00","4286"
"2020-09-27 16:05:00","4309"
"2020-09-27 16:04:00","4356"
"2020-09-27 16:03:00","2996"
"2020-09-27 16:02:00","2172"
"2020-09-27 16:01:00","2179"
"2020-09-27 16:00:00","2128"
"2020-09-27 15:59:00","2190"
"2020-09-27 15:58:00","2203"
"2020-09-27 15:57:00","2209"
"2020-09-27 15:56:00","2214"
"2020-09-27 15:55:00","2224"
"2020-09-27 15:54:00","2230"
"2020-09-27 15:53:00","2246"
"2020-09-27 15:52:00","2241"
"2020-09-27 15:51:00","2276"
"2020-09-27 15:50:00","2258"
"2020-09-27 15:49:00","2321"
"2020-09-27 15:48:00","11"
