"time","inserts_per_minute"
"2020-10-09 16:13:00","21206"
"2020-10-09 16:12:00","94705"
"2020-10-09 16:11:00","95471"
"2020-10-09 16:10:00","95550"
"2020-10-09 16:09:00","95472"
"2020-10-09 16:08:00","95809"
"2020-10-09 16:07:00","95335"
"2020-10-09 16:06:00","95951"
"2020-10-09 16:05:00","96238"
"2020-10-09 16:04:00","95957"
"2020-10-09 16:03:00","96365"
"2020-10-09 16:02:00","95228"
"2020-10-09 16:01:00","95742"
"2020-10-09 16:00:00","96170"
"2020-10-09 15:59:00","93397"
"2020-10-09 15:58:00","95835"
"2020-10-09 15:57:00","95951"
"2020-10-09 15:56:00","95807"
"2020-10-09 15:55:00","94068"
"2020-10-09 15:54:00","94970"
"2020-10-09 15:53:00","95508"
"2020-10-09 15:52:00","97884"
"2020-10-09 15:51:00","97581"
"2020-10-09 15:50:00","97467"
"2020-10-09 15:49:00","96759"
"2020-10-09 15:48:00","97652"
"2020-10-09 15:47:00","97226"
"2020-10-09 15:46:00","97067"
"2020-10-09 15:45:00","97353"
"2020-10-09 15:44:00","97805"
"2020-10-09 15:43:00","97644"
"2020-10-09 15:42:00","98209"
"2020-10-09 15:41:00","97178"
"2020-10-09 15:40:00","97497"
"2020-10-09 15:39:00","96722"
"2020-10-09 15:38:00","95844"
"2020-10-09 15:37:00","97358"
"2020-10-09 15:36:00","96990"
"2020-10-09 15:35:00","95586"
"2020-10-09 15:34:00","96547"
"2020-10-09 15:33:00","98202"
"2020-10-09 15:32:00","98119"
"2020-10-09 15:31:00","98487"
"2020-10-09 15:30:00","97438"
"2020-10-09 15:29:00","98252"
"2020-10-09 15:28:00","98890"
"2020-10-09 15:27:00","98883"
"2020-10-09 15:26:00","98603"
"2020-10-09 15:25:00","98845"
"2020-10-09 15:24:00","99012"
"2020-10-09 15:23:00","98871"
"2020-10-09 15:22:00","98669"
"2020-10-09 15:21:00","98568"
"2020-10-09 15:20:00","98222"
"2020-10-09 15:19:00","98255"
"2020-10-09 15:18:00","96902"
"2020-10-09 15:17:00","97100"
"2020-10-09 15:16:00","97487"
"2020-10-09 15:15:00","97192"
"2020-10-09 15:14:00","99324"
"2020-10-09 15:13:00","99460"
"2020-10-09 15:12:00","99247"
"2020-10-09 15:11:00","98777"
"2020-10-09 15:10:00","99456"
"2020-10-09 15:09:00","99270"
"2020-10-09 15:08:00","99700"
"2020-10-09 15:07:00","99286"
"2020-10-09 15:06:00","99697"
"2020-10-09 15:05:00","99462"
"2020-10-09 15:04:00","99402"
"2020-10-09 15:03:00","99110"
"2020-10-09 15:02:00","98521"
"2020-10-09 15:01:00","98706"
"2020-10-09 15:00:00","97120"
"2020-10-09 14:59:00","96030"
"2020-10-09 14:58:00","94384"
"2020-10-09 14:57:00","90803"
"2020-10-09 14:56:00","88588"
"2020-10-09 14:55:00","91235"
"2020-10-09 14:54:00","92247"
"2020-10-09 14:53:00","90327"
"2020-10-09 14:52:00","87312"
"2020-10-09 14:51:00","78776"
"2020-10-09 14:50:00","76262"
"2020-10-09 14:49:00","74038"
"2020-10-09 14:48:00","72586"
"2020-10-09 14:47:00","72355"
"2020-10-09 14:46:00","72412"
"2020-10-09 14:45:00","72222"
"2020-10-09 14:44:00","72389"
"2020-10-09 14:43:00","72673"
"2020-10-09 14:42:00","72690"
"2020-10-09 14:41:00","72759"
"2020-10-09 14:40:00","72777"
"2020-10-09 14:39:00","73110"
"2020-10-09 14:38:00","72873"
"2020-10-09 14:37:00","73112"
"2020-10-09 14:36:00","73406"
"2020-10-09 14:35:00","73170"
"2020-10-09 14:34:00","73320"
"2020-10-09 14:33:00","73729"
"2020-10-09 14:32:00","73463"
"2020-10-09 14:31:00","73006"
"2020-10-09 14:30:00","56887"
"2020-10-09 14:29:00","55590"
"2020-10-09 14:28:00","37877"
"2020-10-09 14:27:00","43740"
"2020-10-09 14:26:00","28082"
"2020-10-09 14:25:00","25308"
"2020-10-09 14:24:00","25316"
"2020-10-09 14:23:00","25205"
"2020-10-09 14:22:00","25049"
"2020-10-09 14:21:00","25042"
"2020-10-09 14:20:00","24860"
"2020-10-09 14:19:00","24223"
"2020-10-09 14:18:00","8040"
"2020-10-09 14:13:00","9027"
"2020-10-09 14:12:00","24022"
"2020-10-09 14:11:00","23499"
"2020-10-09 14:10:00","13103"
"2020-10-09 14:09:00","13264"
"2020-10-09 14:08:00","8943"
"2020-10-09 14:07:00","8028"
"2020-10-09 14:06:00","8101"
"2020-10-09 14:05:00","8116"
"2020-10-09 14:04:00","8172"
"2020-10-09 14:03:00","8193"
"2020-10-09 14:02:00","8232"
"2020-10-09 14:01:00","8285"
"2020-10-09 14:00:00","8204"
"2020-10-09 13:59:00","47"
"2020-10-09 13:54:00","5418"
"2020-10-09 13:53:00","6193"
"2020-10-09 13:52:00","5611"
"2020-10-09 13:51:00","3797"
"2020-10-09 13:50:00","4270"
"2020-10-09 13:49:00","2149"
"2020-10-09 13:48:00","2161"
"2020-10-09 13:47:00","2223"
"2020-10-09 13:46:00","2186"
"2020-10-09 13:45:00","1844"
