"time","inserts_per_minute"
"2020-09-28 15:50:00","30962"
"2020-09-28 15:49:00","87802"
"2020-09-28 15:48:00","87270"
"2020-09-28 15:47:00","87139"
"2020-09-28 15:46:00","87447"
"2020-09-28 15:45:00","86946"
"2020-09-28 15:44:00","86401"
"2020-09-28 15:43:00","87097"
"2020-09-28 15:42:00","87037"
"2020-09-28 15:41:00","87233"
"2020-09-28 15:40:00","87264"
"2020-09-28 15:39:00","87464"
"2020-09-28 15:38:00","87354"
"2020-09-28 15:37:00","86805"
"2020-09-28 15:36:00","87021"
"2020-09-28 15:35:00","87523"
"2020-09-28 15:34:00","86415"
"2020-09-28 15:33:00","86579"
"2020-09-28 15:32:00","87026"
"2020-09-28 15:31:00","85854"
"2020-09-28 15:30:00","84722"
"2020-09-28 15:29:00","86119"
"2020-09-28 15:28:00","86629"
"2020-09-28 15:27:00","88159"
"2020-09-28 15:26:00","87966"
"2020-09-28 15:25:00","87841"
"2020-09-28 15:24:00","88177"
"2020-09-28 15:23:00","87320"
"2020-09-28 15:22:00","87959"
"2020-09-28 15:21:00","87667"
"2020-09-28 15:20:00","88051"
"2020-09-28 15:19:00","88003"
"2020-09-28 15:18:00","87977"
"2020-09-28 15:17:00","88437"
"2020-09-28 15:16:00","87970"
"2020-09-28 15:15:00","88241"
"2020-09-28 15:14:00","87908"
"2020-09-28 15:13:00","87968"
"2020-09-28 15:12:00","88367"
"2020-09-28 15:11:00","86773"
"2020-09-28 15:10:00","87313"
"2020-09-28 15:09:00","86492"
"2020-09-28 15:08:00","85604"
"2020-09-28 15:07:00","86539"
"2020-09-28 15:06:00","88157"
"2020-09-28 15:05:00","88617"
"2020-09-28 15:04:00","88637"
"2020-09-28 15:03:00","88709"
"2020-09-28 15:02:00","88762"
"2020-09-28 15:01:00","88132"
"2020-09-28 15:00:00","88538"
"2020-09-28 14:59:00","89236"
"2020-09-28 14:58:00","89164"
"2020-09-28 14:57:00","89062"
"2020-09-28 14:56:00","89320"
"2020-09-28 14:55:00","88838"
"2020-09-28 14:54:00","89209"
"2020-09-28 14:53:00","89600"
"2020-09-28 14:52:00","88689"
"2020-09-28 14:51:00","89202"
"2020-09-28 14:50:00","88936"
"2020-09-28 14:49:00","87645"
"2020-09-28 14:48:00","87204"
"2020-09-28 14:47:00","86715"
"2020-09-28 14:46:00","87567"
"2020-09-28 14:45:00","89337"
"2020-09-28 14:44:00","89995"
"2020-09-28 14:43:00","90115"
"2020-09-28 14:42:00","90019"
"2020-09-28 14:41:00","90254"
"2020-09-28 14:40:00","89434"
"2020-09-28 14:39:00","90205"
"2020-09-28 14:38:00","90376"
"2020-09-28 14:37:00","90185"
"2020-09-28 14:36:00","90217"
"2020-09-28 14:35:00","90793"
"2020-09-28 14:34:00","90281"
"2020-09-28 14:33:00","90368"
"2020-09-28 14:32:00","90543"
"2020-09-28 14:31:00","90768"
"2020-09-28 14:30:00","90172"
"2020-09-28 14:29:00","90329"
"2020-09-28 14:28:00","90370"
"2020-09-28 14:27:00","88925"
"2020-09-28 14:26:00","87832"
"2020-09-28 14:25:00","86286"
"2020-09-28 14:24:00","90494"
"2020-09-28 14:23:00","90847"
"2020-09-28 14:22:00","90661"
"2020-09-28 14:21:00","90428"
"2020-09-28 14:20:00","90053"
"2020-09-28 14:19:00","91009"
"2020-09-28 14:18:00","90983"
"2020-09-28 14:17:00","90779"
"2020-09-28 14:16:00","90262"
"2020-09-28 14:15:00","90926"
"2020-09-28 14:14:00","90865"
"2020-09-28 14:13:00","90530"
"2020-09-28 14:12:00","91026"
"2020-09-28 14:11:00","90667"
"2020-09-28 14:10:00","90682"
"2020-09-28 14:09:00","90823"
"2020-09-28 14:08:00","90758"
"2020-09-28 14:07:00","90804"
"2020-09-28 14:06:00","90622"
"2020-09-28 14:05:00","90863"
"2020-09-28 14:04:00","90511"
"2020-09-28 14:03:00","90377"
"2020-09-28 14:02:00","90309"
"2020-09-28 14:01:00","89731"
"2020-09-28 14:00:00","88929"
"2020-09-28 13:59:00","62458"
"2020-09-28 13:58:00","36529"
"2020-09-28 13:57:00","25398"
"2020-09-28 13:56:00","17174"
"2020-09-28 13:55:00","11929"
"2020-09-28 13:54:00","8482"
"2020-09-28 13:53:00","6089"
"2020-09-28 13:52:00","3421"
"2020-09-28 13:51:00","2157"
"2020-09-28 13:50:00","2129"
"2020-09-28 13:49:00","2162"
"2020-09-28 13:48:00","2183"
"2020-09-28 13:47:00","2188"
"2020-09-28 13:46:00","2187"
"2020-09-28 13:45:00","2206"
"2020-09-28 13:44:00","2194"
"2020-09-28 13:43:00","2205"
"2020-09-28 13:42:00","2225"
"2020-09-28 13:41:00","2226"
"2020-09-28 13:40:00","2251"
"2020-09-28 13:39:00","2238"
"2020-09-28 13:38:00","2254"
"2020-09-28 13:37:00","2254"
"2020-09-28 13:36:00","1930"
