+LOGIN_ID-SSN,1141148
+LOGIN_ID,1062234
+NAME,909868
+LOGIN_ID-GENDER-SSN,599010
+LOGIN_ID-GENDER,528671
+LOGIN_ID-DOB-SSN,495126
+LOGIN_ID-DOB,399999
+ADDRESS-SSN,354708
+ADDRESS,337229
+LOGIN_ID-SSN-PASSPORT,288651
+LOGIN_ID-DOB-GENDER-SSN,281926
+LOGIN_ID-PASSPORT,233394
+LOGIN_ID-DOB-GENDER,209026
+ADDRESS-GENDER-SSN,188624
+ADDRESS-GENDER,164433
+LOGIN_ID-GENDER-SSN-PASSPORT,164259
+ADDRESS-DOB-SSN,160994
+LOGIN_ID-DOB-SSN-PASSPORT,160498
+ADDRESS-DOB,126092
+LOGIN_ID-SSN-DRLIC,124389
+LOGIN_ID-GENDER-PASSPORT,121215
+LOGIN_ID-DRLIC,106081
+LOGIN_ID-DOB-GENDER-SSN-PASSPORT,104060
+LOGIN_ID-DOB-PASSPORT,99936
+ADDRESS-DOB-GENDER-SSN,93370
+ADDRESS-SSN-PASSPORT,93087
+DRLIC-SSN,80162
+DRLIC,77560
+ADDRESS-PASSPORT,72466
+LOGIN_ID-GENDER-SSN-DRLIC,68097
+ADDRESS-DOB-GENDER,66546
+LOGIN_ID-DOB-SSN-DRLIC,61565
+SSN,59227
+ADDRESS-DOB-SSN-PASSPORT,56225
+LOGIN_ID-DOB-GENDER-PASSPORT,55639
+ADDRESS-GENDER-SSN-PASSPORT,54001
+LOGIN_ID-GENDER-DRLIC,53858
+PNAME+ADDRESS+PHONE,44737
+NAME+DOB-SSN,44571
+NAME+DOB,43509
+DRLIC-GENDER-SSN,42949
+LOGIN_ID-DOB-DRLIC,42853
+ADDRESS-SSN-DRLIC,39164
+ADDRESS-GENDER-PASSPORT,38648
+LOGIN_ID-DOB-GENDER-SSN-DRLIC,37693
+ADDRESS-DOB-GENDER-SSN-PASSPORT,37150
+DRLIC-GENDER,37143
+DRLIC-DOB-SSN,36135
+LOGIN_ID-SSN-DRLIC-PASSPORT,36093
+ADDRESS-DOB-PASSPORT,32617
+ADDRESS-DRLIC,32521
+PNAME+PHONE,31597
+DRLIC-DOB,28733
+ADDRESS+PHONE+SSN,26712
+LOGIN_ID-DRLIC-PASSPORT,25148
+LOGIN_ID-DOB-SSN-DRLIC-PASSPORT,24551
+ADDRESS+PHONE,24549
+SSN-GENDER,24267
+LOGIN_ID-DOB-GENDER-DRLIC,23280
+PHONE,23057
+PHONE+SSN,23016
+ADDRESS-GENDER-SSN-DRLIC,21928
+LOGIN_ID-GENDER-SSN-DRLIC-PASSPORT,21742
+DRLIC-DOB-GENDER-SSN,21547
+PNAME+ADDRESS,21469
+DRLIC-SSN-PASSPORT,21274
+ADDRESS-DOB-SSN-DRLIC,20621
+SSN-DOB,19446
+ADDRESS-DOB-GENDER-PASSPORT,18505
+LOGIN_ID-DOB-GENDER-SSN-DRLIC-PASSPORT,17219
+ADDRESS-GENDER-DRLIC,17125
+DRLIC-PASSPORT,16419
+DRLIC-DOB-GENDER,15091
+ADDRESS+SSN,14427
+ADDRESS-DOB-DRLIC,13794
-SSN,13700
+LOGIN_ID-GENDER-DRLIC-PASSPORT,13646
+ADDRESS-DOB-GENDER-SSN-DRLIC,13294
+PNAME+ACCT_NUM,13250
+DRLIC-DOB-SSN-PASSPORT,12742
+NAME+DOB-SSN-PASSPORT,12492
+DRLIC-GENDER-SSN-PASSPORT,12379
+ADDRESS+PHONE+SSN+ACCT_NUM,12183
+ADDRESS+PHONE+ACCT_NUM,12127
+LOGIN_ID-DOB-DRLIC-PASSPORT,12073
+ADDRESS-SSN-DRLIC-PASSPORT,11906
+PHONE+ACCT_NUM,11889
+PNAME+DOB+PHONE,11803
+SSN-PASSPORT,11511
+PHONE+SSN+ACCT_NUM,11081
+NAME+DOB-GENDER-SSN,11072
+NAME+DOB-GENDER,10977
+SSN-DOB-GENDER,10922
+NAME+DOB-PASSPORT,9193
+ADDRESS-DOB-SSN-DRLIC-PASSPORT,9025
+SURNAME+ADDRESS+PHONE+SSN,8806
+DRLIC-GENDER-PASSPORT,8766
+DOB+ADDRESS+PHONE,8716
-GENDER-SSN,8655
+DRLIC-DOB-GENDER-SSN-PASSPORT,8478
-DOB-SSN,8472
+PNAME+DRLIC,8416
+ADDRESS+PHONE+SSN+DRLIC,8150
+NAME+DRLIC,8145
+ADDRESS-DRLIC-PASSPORT,8064
+ADDRESS+PHONE+DRLIC,8039
+SURNAME+ADDRESS+PHONE,7818
+PNAME+LOGIN_ID,7801
+SURNAME+PHONE+SSN,7729
+ADDRESS-GENDER-SSN-DRLIC-PASSPORT,7718
+ACCT_NUM,7697
+ADDRESS-DOB-GENDER-DRLIC,7630
+PNAME+DOB+ADDRESS,7489
+PHONE+DRLIC,7457
+DRLIC-DOB-PASSPORT,7445
,7424
+PHONE+SSN+DRLIC,7366
+LOGIN_ID-DOB-GENDER-DRLIC-PASSPORT,7350
+ADDRESS+ACCT_NUM,7280
+SSN+ACCT_NUM,6711
+ADDRESS+SSN+ACCT_NUM,6676
