+LOGIN_ID-SSN,1108079
+LOGIN_ID,1028824
+NAME,904033
+LOGIN_ID-GENDER-SSN,582346
+LOGIN_ID-GENDER,512694
+LOGIN_ID-DOB-SSN,482511
+LOGIN_ID-DOB,388150
+ADDRESS-SSN,354385
+ADDRESS,337048
+LOGIN_ID-SSN-PASSPORT,281329
+LOGIN_ID-DOB-GENDER-SSN,274865
+LOGIN_ID-PASSPORT,226281
+LOGIN_ID-DOB-GENDER,202839
+ADDRESS-GENDER-SSN,188467
+ADDRESS-GENDER,164246
+ADDRESS-DOB-SSN,160863
+LOGIN_ID-GENDER-SSN-PASSPORT,160146
+LOGIN_ID-DOB-SSN-PASSPORT,156894
+ADDRESS-DOB,125965
+LOGIN_ID-SSN-DRLIC,120996
+LOGIN_ID-GENDER-PASSPORT,117832
+LOGIN_ID-DRLIC,102541
+LOGIN_ID-DOB-GENDER-SSN-PASSPORT,101834
+LOGIN_ID-DOB-PASSPORT,97277
+ADDRESS-DOB-GENDER-SSN,93325
+ADDRESS-SSN-PASSPORT,93059
+DRLIC-SSN,79227
+DRLIC,76676
+ADDRESS-PASSPORT,72431
+ADDRESS-DOB-GENDER,66512
+LOGIN_ID-GENDER-SSN-DRLIC,66264
+LOGIN_ID-DOB-SSN-DRLIC,59966
+SSN,59315
+ADDRESS-DOB-SSN-PASSPORT,56188
+LOGIN_ID-DOB-GENDER-PASSPORT,54103
+ADDRESS-GENDER-SSN-PASSPORT,53959
+LOGIN_ID-GENDER-DRLIC,52127
+PNAME+ADDRESS+PHONE,44759
+NAME+DOB-SSN,44554
+NAME+DOB,43471
+DRLIC-GENDER-SSN,42472
+LOGIN_ID-DOB-DRLIC,41650
+ADDRESS-SSN-DRLIC,39133
+ADDRESS-GENDER-PASSPORT,38622
+ADDRESS-DOB-GENDER-SSN-PASSPORT,37110
+LOGIN_ID-DOB-GENDER-SSN-DRLIC,36819
+DRLIC-GENDER,36660
+DRLIC-DOB-SSN,35735
+LOGIN_ID-SSN-DRLIC-PASSPORT,35191
+ADDRESS-DOB-PASSPORT,32587
+ADDRESS-DRLIC,32463
+PNAME+PHONE,31617
+DRLIC-DOB,28397
+ADDRESS+PHONE+SSN,26807
+ADDRESS+PHONE,24626
+LOGIN_ID-DRLIC-PASSPORT,24388
+SSN-GENDER,24281
+LOGIN_ID-DOB-SSN-DRLIC-PASSPORT,24138
+PHONE,23178
+PHONE+SSN,23119
+LOGIN_ID-DOB-GENDER-DRLIC,22618
+ADDRESS-GENDER-SSN-DRLIC,21910
+PNAME+ADDRESS,21489
+DRLIC-DOB-GENDER-SSN,21335
+LOGIN_ID-GENDER-SSN-DRLIC-PASSPORT,21242
+DRLIC-SSN-PASSPORT,21042
+ADDRESS-DOB-SSN-DRLIC,20600
+SSN-DOB,19453
+ADDRESS-DOB-GENDER-PASSPORT,18499
+ADDRESS-GENDER-DRLIC,17113
+LOGIN_ID-DOB-GENDER-SSN-DRLIC-PASSPORT,16888
+DRLIC-PASSPORT,16206
+DRLIC-DOB-GENDER,14934
+ADDRESS+SSN,14486
+ADDRESS-DOB-DRLIC,13781
+ADDRESS-DOB-GENDER-SSN-DRLIC,13298
+PNAME+ACCT_NUM,13286
+LOGIN_ID-GENDER-DRLIC-PASSPORT,13253
+DRLIC-DOB-SSN-PASSPORT,12637
+NAME+DOB-SSN-PASSPORT,12505
+DRLIC-GENDER-SSN-PASSPORT,12241
+ADDRESS+PHONE+SSN+ACCT_NUM,12214
+ADDRESS+PHONE+ACCT_NUM,12180
+PHONE+ACCT_NUM,11921
+ADDRESS-SSN-DRLIC-PASSPORT,11909
+PNAME+DOB+PHONE,11798
+LOGIN_ID-DOB-DRLIC-PASSPORT,11702
+SSN-PASSPORT,11522
-SSN,11396
+PHONE+SSN+ACCT_NUM,11133
+NAME+DOB-GENDER-SSN,11067
+NAME+DOB-GENDER,10957
+SSN-DOB-GENDER,10924
+NAME+DOB-PASSPORT,9179
+ADDRESS-DOB-SSN-DRLIC-PASSPORT,9031
+SURNAME+ADDRESS+PHONE+SSN,8831
+DOB+ADDRESS+PHONE,8768
+DRLIC-GENDER-PASSPORT,8654
+PNAME+DRLIC,8427
+DRLIC-DOB-GENDER-SSN-PASSPORT,8426
+ADDRESS+PHONE+SSN+DRLIC,8184
+NAME+DRLIC,8150
+ADDRESS+PHONE+DRLIC,8085
+ADDRESS-DRLIC-PASSPORT,8062
+SURNAME+ADDRESS+PHONE,7860
+SURNAME+PHONE+SSN,7754
+ADDRESS-GENDER-SSN-DRLIC-PASSPORT,7724
+ACCT_NUM,7718
+ADDRESS-DOB-GENDER-DRLIC,7628
+PNAME+LOGIN_ID,7573
+PHONE+DRLIC,7483
+PNAME+DOB+ADDRESS,7478
+PHONE+SSN+DRLIC,7377
+DRLIC-DOB-PASSPORT,7347
+ADDRESS+ACCT_NUM,7295
-GENDER-SSN,7163
+LOGIN_ID-DOB-GENDER-DRLIC-PASSPORT,7125
-DOB-SSN,7097
+SSN+ACCT_NUM,6732
+ADDRESS+SSN+ACCT_NUM,6683
+ADDRESS-DOB-GENDER-SSN-DRLIC-PASSPORT,6415
+SSN-GENDER-PASSPORT,6378
,6269
+DOB+PHONE+SSN,6209
+PHONE-SSN,6190
+ADDRESS+PHONE+SSN+PASSPORT,6137
+SURNAME+PHONE,6113
+DOB+PHONE,6109
+PNAME+PHONE+DRLIC,6011
+SSN-DOB-PASSPORT,6009
+PNAME+ADDRESS+PHONE+DRLIC,5868
+DOB+ADDRESS+PHONE+SSN,5834
+ADDRESS+PHONE+PASSPORT,5674
+DOB+SSN,5392
+PHONE+SSN+PASSPORT,5366
+PNAME+LOGIN_ID-SSN,5250
+PHONE+PASSPORT,5050
+PNAME+DOB+ADDRESS+PHONE,5027
+SSN-DRLIC,4970
+NAME+DOB-SSN-DRLIC,4969
+PNAME+PASSPORT,4860
+DOB+ADDRESS+PHONE+ACCT_NUM,4726
+ADDRESS+DRLIC,4653
+SURNAME+ADDRESS+SSN,4563
-DOB-GENDER-SSN,4477
+ADDRESS-GENDER-DRLIC-PASSPORT,4447
+ADDRESS+SSN+DRLIC,4339
+DOB+PHONE+ACCT_NUM,4336
+SSN+DRLIC,4333
-SSN-PASSPORT,4228
+DRLIC-DOB-GENDER-PASSPORT,4166
+SURNAME+SSN,4132
+SURNAME+ADDRESS+PHONE+SSN+ACCT_NUM,4120
+ADDRESS-DOB-DRLIC-PASSPORT,4110
+SURNAME+ADDRESS,4101
+DOB+ADDRESS+SSN,4100
+NAME+DOB-DRLIC,4077
+SURNAME+ADDRESS+PHONE+ACCT_NUM,4060
+DOB+ADDRESS,4059
-GENDER,4032
-DOB,3991
+ADDRESS+PHONE+SSN+DRLIC+ACCT_NUM,3965
+PNAME+ADDRESS+DRLIC,3781
+SSN-DOB-GENDER-PASSPORT,3665
+SURNAME+PHONE+SSN+ACCT_NUM,3563
+SURNAME+PHONE+ACCT_NUM,3538
+PNAME+DRLIC+ACCT_NUM,3405
+ADDRESS+PHONE+DRLIC+ACCT_NUM,3368
+ADDRESS+SSN+PASSPORT,3269
+DOB+ADDRESS+PHONE+DRLIC,3227
+ADDRESS+PASSPORT,3202
+PHONE-GENDER-SSN,3200
+PHONE+DRLIC+ACCT_NUM,3162
+SURNAME+DOB+ADDRESS+PHONE,3118
+PHONE+SSN+DRLIC+ACCT_NUM,3045
+ADDRESS+PHONE+SSN+PASSPORT+ACCT_NUM,2968
+SSN+PASSPORT,2964
+SURNAME+ADDRESS+PHONE+SSN+DRLIC,2850
+PHONE-GENDER,2848
+DOB+ADDRESS+PHONE+SSN+ACCT_NUM,2835
+NAME+PASSPORT,2812
-DOB-SSN-PASSPORT,2807
+PHONE-DOB-SSN,2804
+PASSPORT,2772
-GENDER-SSN-PASSPORT,2763
+DOB+PHONE+DRLIC,2759
+NAME+DOB-GENDER-SSN-PASSPORT,2754
+DOB+PHONE+SSN+ACCT_NUM,2742
+ADDRESS+PHONE+LOGIN_ID,2716
+PHONE+LOGIN_ID,2705
+ADDRESS+PHONE+SSN+LOGIN_ID,2702
+SSN-GENDER-DRLIC,2650
+PNAME+LOGIN_ID-DOB-SSN,2636
+SURNAME+ADDRESS+PHONE+DRLIC,2630
+ADDRESS+PHONE+PASSPORT+ACCT_NUM,2623
+DOB+ACCT_NUM,2619
+DOB+ADDRESS+ACCT_NUM,2566
+PNAME+PASSPORT+ACCT_NUM,2549
+ADDRESS-DOB-GENDER-DRLIC-PASSPORT,2528
-DOB-GENDER,2470
+SURNAME+PHONE+DRLIC,2413
+PHONE+SSN+LOGIN_ID,2410
-PASSPORT,2381
+SSN-DOB-DRLIC,2378
+SURNAME+PHONE+SSN+DRLIC,2356
+PNAME+SSN,2356
+SURNAME+ACCT_NUM,2353
+PHONE+PASSPORT+ACCT_NUM,2347
+DOB+SSN+ACCT_NUM,2345
+NAME+DOB-GENDER-PASSPORT,2337
+PHONE+SSN+PASSPORT+ACCT_NUM,2320
+PNAME+PHONE+PASSPORT,2310
+SURNAME+ADDRESS+ACCT_NUM,2247
+DOB+ADDRESS+PHONE+PASSPORT,2236
+SURNAME+DOB+PHONE,2174
+PHONE-DOB,2158
+SURNAME+ADDRESS+SSN+ACCT_NUM,2137
+SURNAME+ADDRESS+PHONE+SSN+PASSPORT,2108
+SURNAME+SSN+ACCT_NUM,2094
+ADDRESS+PHONE+SSN+DRLIC+PASSPORT,2056
+SURNAME+DOB+ADDRESS+PHONE+SSN,1993
+SURNAME+DOB+PHONE+SSN,1986
+SURNAME+ADDRESS+PHONE+PASSPORT,1929
+ADDRESS+SSN+DRLIC+ACCT_NUM,1924
+DRLIC+ACCT_NUM,1901
-DOB-GENDER-SSN-PASSPORT,1835
+ADDRESS+DRLIC+ACCT_NUM,1824
+DOB+PHONE+PASSPORT,1812
+PNAME+LOGIN_ID-DOB,1806
+DOB+ADDRESS+SSN+ACCT_NUM,1800
+SURNAME+PHONE+SSN+PASSPORT,1772
+ADDRESS+PHONE+DRLIC+PASSPORT,1747
+PNAME+ADDRESS-SSN,1717
+PNAME+DRLIC+PASSPORT,1717
+DOB+ADDRESS+DRLIC,1714
-SSN-DRLIC,1689
+NAME+DOB-SSN-DRLIC-PASSPORT,1681
+SURNAME+DOB+ADDRESS+PHONE+ACCT_NUM,1675
+SURNAME+DOB+SSN,1658
+SSN+DRLIC+ACCT_NUM,1656
+DOB+DRLIC,1655
+SURNAME+PHONE+PASSPORT,1607
+DOB+SSN+DRLIC,1601
+ADDRESS+LOGIN_ID,1589
+PHONE+DRLIC+PASSPORT,1589
+PHONE-SSN-PASSPORT,1576
+SURNAME+LOGIN_ID,1551
+DOB+PHONE+SSN+DRLIC,1548
+PHONE-DOB-GENDER-SSN,1540
+PNAME+ADDRESS+PASSPORT,1532
+DOB+ADDRESS+PHONE+DRLIC+ACCT_NUM,1515
+SSN+LOGIN_ID,1508
+SURNAME+DRLIC,1506
