+NAME,2606976
+ADDRESS-SSN,2467291
+ADDRESS,2142944
+ADDRESS-DOB-SSN,1549358
+ADDRESS-GENDER-SSN,1439936
+ADDRESS-DOB-SSN-PASSPORT,1222082
+ADDRESS-GENDER,1111937
+ADDRESS-DOB-GENDER-SSN,1044915
+ADDRESS-DOB-GENDER-SSN-PASSPORT,1025807
+ADDRESS-SSN-PASSPORT,946633
+ADDRESS-DOB,938362
+ADDRESS-GENDER-SSN-PASSPORT,632248
+ADDRESS-PASSPORT,554064
+ADDRESS-DOB-GENDER,544982
+SSN,440245
+NAME+DOB-SSN,381288
+ADDRESS-DOB-PASSPORT,334617
+ADDRESS-GENDER-PASSPORT,322694
+ADDRESS-SSN-DRLIC,303922
+PNAME+ADDRESS+PHONE,282397
+NAME+DOB,276869
+DRLIC-SSN,256773
+ADDRESS-DOB-SSN-DRLIC-PASSPORT,242064
+ADDRESS-DOB-SSN-DRLIC,235587
+DRLIC,233956
+NAME+DOB-SSN-PASSPORT,222758
+ADDRESS-DOB-GENDER-PASSPORT,215531
+SSN-GENDER,215177
+ADDRESS-DRLIC,214160
+ADDRESS-DOB-GENDER-SSN-DRLIC-PASSPORT,213756
+SSN-DOB,209972
+ADDRESS-GENDER-SSN-DRLIC,188603
+ADDRESS-DOB-GENDER-SSN-DRLIC,172090
+DRLIC-DOB-SSN,169820
+ADDRESS+PHONE+SSN,166910
+PNAME+PHONE,161787
+DRLIC-GENDER-SSN,152050
+ADDRESS-SSN-DRLIC-PASSPORT,142942
+ADDRESS+PHONE,141015
+PHONE,136475
+DRLIC-DOB-SSN-PASSPORT,136016
+SSN-DOB-GENDER,134115
+SSN-PASSPORT,129007
+SSN-DOB-PASSPORT,126886
+PHONE+SSN,119483
+ADDRESS-GENDER-DRLIC,119374
+DRLIC-DOB-GENDER-SSN,116274
+DRLIC-DOB-GENDER-SSN-PASSPORT,114353
+PNAME+ADDRESS,114176
+DRLIC-GENDER,112226
+ADDRESS-DOB-DRLIC,109908
+DRLIC-SSN-PASSPORT,102612
+ADDRESS-GENDER-SSN-DRLIC-PASSPORT,102513
+ADDRESS+PHONE+SSN+ACCT_NUM,101213
+SSN-DOB-GENDER-PASSPORT,100393
+DRLIC-DOB,95827
+NAME+DOB-PASSPORT,85116
+SSN-GENDER-PASSPORT,81866
+ADDRESS+PHONE+ACCT_NUM,78358
+ADDRESS+SSN,75363
+PNAME+DOB+PHONE,74044
+ADDRESS+PHONE+SSN+DRLIC,71998
+DRLIC-GENDER-SSN-PASSPORT,69787
+LOGIN_ID-SSN,69770
+ADDRESS-DOB-GENDER-DRLIC,67678
+ADDRESS-DRLIC-PASSPORT,66845
+PNAME+ACCT_NUM,66424
+PHONE+SSN+ACCT_NUM,65813
+NAME+DOB-GENDER-SSN,65367
+PHONE+ACCT_NUM,64730
+SURNAME+ADDRESS+PHONE+SSN,63581
+DOB+ADDRESS+PHONE,59936
+LOGIN_ID,58839
+DRLIC-PASSPORT,57615
+DRLIC-DOB-GENDER,56816
+ADDRESS+PHONE+DRLIC,55044
+ADDRESS+PHONE+SSN+PASSPORT,53485
+NAME+DOB-GENDER,53032
+PHONE-SSN,52973
+NAME+DOB-SSN-DRLIC,52496
+ADDRESS+PHONE+SSN+DRLIC+ACCT_NUM,51124
+PNAME+DOB+ADDRESS,49064
+PNAME+ADDRESS+PHONE+DRLIC,48484
+SURNAME+ADDRESS+PHONE,47583
+ADDRESS-DOB-DRLIC-PASSPORT,46580
+NAME+DRLIC,46110
+PHONE+SSN+DRLIC,44723
+PNAME+DOB+ADDRESS+PHONE,44248
+SSN-DRLIC,44199
+PHONE+DRLIC,43233
+SURNAME+ADDRESS+PHONE+SSN+ACCT_NUM,42401
+ACCT_NUM,41935
+PNAME+DRLIC,41486
+ADDRESS+SSN+ACCT_NUM,41422
+SURNAME+PHONE+SSN,41059
+DOB+ADDRESS+PHONE+ACCT_NUM,41040
