+NAME,2607014
+ADDRESS-SSN,2467534
+ADDRESS,2143184
+ADDRESS-DOB-SSN,1549390
+ADDRESS-GENDER-SSN,1439883
+ADDRESS-DOB-SSN-PASSPORT,1222076
+ADDRESS-GENDER,1112091
+ADDRESS-DOB-GENDER-SSN,1044948
+ADDRESS-DOB-GENDER-SSN-PASSPORT,1025793
+ADDRESS-SSN-PASSPORT,946659
+ADDRESS-DOB,938463
+ADDRESS-GENDER-SSN-PASSPORT,632276
+ADDRESS-PASSPORT,554082
+ADDRESS-DOB-GENDER,545054
+SSN,440201
+NAME+DOB-SSN,381312
+ADDRESS-DOB-PASSPORT,334611
+ADDRESS-GENDER-PASSPORT,322660
+ADDRESS-SSN-DRLIC,303905
+PNAME+ADDRESS+PHONE,282539
+NAME+DOB,276943
+DRLIC-SSN,256714
+ADDRESS-DOB-SSN-DRLIC-PASSPORT,242090
+ADDRESS-DOB-SSN-DRLIC,235629
+DRLIC,233863
+NAME+DOB-SSN-PASSPORT,222755
+ADDRESS-DOB-GENDER-PASSPORT,215533
+SSN-GENDER,215158
+ADDRESS-DRLIC,214199
+ADDRESS-DOB-GENDER-SSN-DRLIC-PASSPORT,213718
+SSN-DOB,209953
+ADDRESS-GENDER-SSN-DRLIC,188602
+ADDRESS-DOB-GENDER-SSN-DRLIC,172106
+DRLIC-DOB-SSN,169766
+ADDRESS+PHONE+SSN,166997
+PNAME+PHONE,161816
+DRLIC-GENDER-SSN,151986
+ADDRESS-SSN-DRLIC-PASSPORT,142962
+ADDRESS+PHONE,141023
+PHONE,136493
+DRLIC-DOB-SSN-PASSPORT,135980
+SSN-DOB-GENDER,134131
+SSN-PASSPORT,128960
+SSN-DOB-PASSPORT,126889
+PHONE+SSN,119510
+ADDRESS-GENDER-DRLIC,119394
+DRLIC-DOB-GENDER-SSN,116261
+DRLIC-DOB-GENDER-SSN-PASSPORT,114346
+PNAME+ADDRESS,114220
+DRLIC-GENDER,112245
+ADDRESS-DOB-DRLIC,109912
+DRLIC-SSN-PASSPORT,102595
+ADDRESS-GENDER-SSN-DRLIC-PASSPORT,102545
+ADDRESS+PHONE+SSN+ACCT_NUM,101222
+SSN-DOB-GENDER-PASSPORT,100364
+DRLIC-DOB,95814
+NAME+DOB-PASSPORT,85127
+SSN-GENDER-PASSPORT,81881
+ADDRESS+PHONE+ACCT_NUM,78404
+ADDRESS+SSN,75363
+PNAME+DOB+PHONE,74090
+ADDRESS+PHONE+SSN+DRLIC,71992
+DRLIC-GENDER-SSN-PASSPORT,69755
+LOGIN_ID-SSN,68785
+ADDRESS-DOB-GENDER-DRLIC,67699
+ADDRESS-DRLIC-PASSPORT,66840
+PNAME+ACCT_NUM,66435
+PHONE+SSN+ACCT_NUM,65818
+NAME+DOB-GENDER-SSN,65376
+PHONE+ACCT_NUM,64739
+SURNAME+ADDRESS+PHONE+SSN,63636
+DOB+ADDRESS+PHONE,59942
+LOGIN_ID,58015
+DRLIC-PASSPORT,57564
+DRLIC-DOB-GENDER,56806
+ADDRESS+PHONE+DRLIC,55028
+ADDRESS+PHONE+SSN+PASSPORT,53548
+NAME+DOB-GENDER,53055
+PHONE-SSN,52972
+NAME+DOB-SSN-DRLIC,52532
+ADDRESS+PHONE+SSN+DRLIC+ACCT_NUM,51104
+PNAME+DOB+ADDRESS,49115
+PNAME+ADDRESS+PHONE+DRLIC,48668
+SURNAME+ADDRESS+PHONE,47577
+ADDRESS-DOB-DRLIC-PASSPORT,46601
+NAME+DRLIC,46159
+PHONE+SSN+DRLIC,44726
+PNAME+DOB+ADDRESS+PHONE,44310
+SSN-DRLIC,44187
+PHONE+DRLIC,43224
+SURNAME+ADDRESS+PHONE+SSN+ACCT_NUM,42437
+ACCT_NUM,41932
+PNAME+DRLIC,41500
+ADDRESS+SSN+ACCT_NUM,41426
+SURNAME+PHONE+SSN,41072
+DOB+ADDRESS+PHONE+ACCT_NUM,41058
+ADDRESS-GENDER-DRLIC-PASSPORT,40624
+NAME+DOB-SSN-DRLIC-PASSPORT,40075
+DOB+ADDRESS+PHONE+SSN,39833
+ADDRESS+ACCT_NUM,39558
+LOGIN_ID-DOB-SSN,39516
+ADDRESS+PHONE+PASSPORT,39217
+LOGIN_ID-GENDER-SSN,39042
+ADDRESS+PHONE+SSN+PASSPORT+ACCT_NUM,38780
+DRLIC-DOB-PASSPORT,36512
+PNAME+PHONE+DRLIC,36372
+NAME+DOB-GENDER-SSN-PASSPORT,35256
+SSN+ACCT_NUM,34252
+DRLIC-GENDER-PASSPORT,33618
+PHONE+SSN+PASSPORT,33033
+DOB+PHONE,32931
+DOB+PHONE+SSN,32710
+PHONE-DOB-SSN,32367
+ADDRESS-DOB-GENDER-DRLIC-PASSPORT,31848
+ADDRESS+PHONE+DRLIC+ACCT_NUM,31205
+SURNAME+ADDRESS+PHONE+SSN+DRLIC,30750
+PHONE-GENDER-SSN,30690
+SURNAME+PHONE,30580
+LOGIN_ID-GENDER,30167
+SURNAME+ADDRESS+PHONE+ACCT_NUM,29362
+SSN-DOB-DRLIC,29344
+NAME+DOB-DRLIC,29163
+PHONE+PASSPORT,29079
+DOB+ADDRESS+PHONE+DRLIC,28881
+ADDRESS+SSN+DRLIC,28614
+DOB+SSN,28393
+ADDRESS+PHONE+SSN+DRLIC+PASSPORT,28189
+ADDRESS+DRLIC,27064
+DOB+PHONE+ACCT_NUM,26614
+SSN-GENDER-DRLIC,26356
+LOGIN_ID-DOB-SSN-PASSPORT,25978
+LOGIN_ID-DOB-GENDER-SSN,25897
+SURNAME+ADDRESS+SSN,25761
+DOB+ADDRESS+PHONE+SSN+ACCT_NUM,25630
+PHONE+SSN+DRLIC+ACCT_NUM,25428
